100	7.33	44
110	7.68	44
120	8.89	50
130	8.98	50
140	9.34	50
150	9.86	50
160	10.16	50
170	10.82	50
180	11.11	50
190	11.96	50
200	12.17	50
210	12.47	50
220	12.69	50
230	13.67	50
240	14.63	50
250	15.25	50
260	15.32	50
270	15.8	50
280	16.49	50
290	17.26	50
300	17.71	50
310	17.87	50
320	18.27	50
330	18.37	50
340	19.12	53
350	19.79	53
360	20.21	53
370	20.47	53
380	21.38	53
390	22.08	53
400	22.72	53
410	22.8	53
420	22.89	53
430	22.99	53
440	23.53	53
450	23.92	53
460	24.05	53
470	24.27	53
480	24.49	53
490	24.49	53
500	24.89	53
510	24.92	53
520	25.4	53
530	25.91	53
540	26.13	53
550	26.55	53
560	26.93	53
570	26.93	53
580	27.07	53
590	27.26	53
600	27.96	53
610	28.61	53
620	28.71	53
630	28.94	53
640	29.7	53
650	29.91	53
660	30.16	53
670	30.29	53
680	30.72	53
690	30.85	53
700	31.33	53
710	31.44	53
720	31.72	53
730	31.95	53
740	32.1	53
750	32.26	53
760	32.65	55
770	32.65	55
780	33.0	55
790	33.17	55
800	33.6	55
810	33.79	55
820	33.93	55
830	33.96	55
840	34.15	55
850	34.3	55
860	34.54	55
870	34.64	55
880	34.64	55
890	34.64	55
900	34.67	55
910	34.89	55
920	34.89	55
930	35.4	55
940	35.88	65
950	35.91	65
960	36.02	65
970	36.07	65
980	36.3	65
990	36.42	65
1000	36.42	65
1010	36.42	65
1020	36.43	65
1030	36.45	65
1040	36.58	65
1050	36.74	65
1060	36.74	65
1070	36.85	65
1080	36.85	65
1090	36.85	65
1100	36.91	65
1110	36.91	65
1120	36.91	65
1130	36.95	65
1140	37.02	65
1150	37.02	65
1160	37.21	65
1170	37.53	65
1180	37.57	65
1190	37.73	65
1200	37.73	65
1210	37.73	65
1220	37.81	65
1230	37.81	65
1240	38.04	65
1250	38.04	65
1260	38.04	65
1270	38.04	65
1280	38.17	65
1290	38.17	65
1300	38.4	65
1310	38.4	65
1320	38.4	65
1330	38.4	65
1340	38.4	65
1350	38.4	65
1360	38.4	65
1370	38.4	65
1380	38.56	65
1390	38.56	65
1400	38.56	65
1410	38.56	65
1420	38.56	65
1430	38.56	65
1440	38.61	65
1450	38.67	65
1460	38.81	65
1470	38.81	65
1480	38.85	65
1490	38.9	65
1500	38.9	65
1510	39.1	65
1520	39.12	65
1530	39.41	65
1540	39.6	65
1550	39.6	65
1560	39.6	65
1570	39.69	65
1580	39.78	65
1590	39.78	65
1600	39.92	65
1610	39.94	65
1620	39.94	65
1630	40.08	65
1640	40.24	65
1650	40.33	65
1660	40.39	65
1670	40.62	65
1680	40.62	65
1690	40.71	65
1700	40.71	65
1710	40.71	65
1720	40.81	65
1730	40.81	65
1740	40.81	65
1750	40.81	65
1760	40.81	65
1770	40.81	65
1780	40.81	65
1790	40.86	65
1800	40.86	65
1810	40.9	65
1820	40.9	65
1830	40.9	65
1840	41.02	65
1850	41.36	65
1860	41.36	65
1870	41.36	65
1880	41.36	65
1890	41.38	65
1900	41.57	65
1910	41.57	65
1920	41.6	65
1930	41.6	65
1940	41.72	65
1950	41.72	65
1960	41.74	65
1970	41.89	65
1980	42.02	65
1990	42.31	65
2000	42.56	65
2010	42.56	65
2020	42.56	65
2030	42.56	65
2040	42.62	65
2050	42.75	65
2060	42.75	65
2070	42.75	65
2080	42.8	65
2090	42.8	65
2100	42.8	65
2110	42.83	65
2120	42.83	65
2130	42.83	65
2140	42.83	65
2150	42.92	65
2160	43.03	65
2170	43.03	65
2180	43.03	65
2190	43.03	65
2200	43.03	65
2210	43.03	65
2220	43.03	65
2230	43.03	65
2240	43.18	65
2250	43.18	65
2260	43.18	65
2270	43.18	65
2280	43.28	65
2290	43.28	65
2300	43.28	65
2310	43.33	65
2320	43.36	65
2330	43.38	65
2340	43.41	65
2350	43.49	65
2360	43.49	65
2370	43.49	65
2380	43.49	65
2390	43.49	65
2400	43.56	65
2410	43.56	65
2420	43.71	65
2430	43.71	65
2440	43.71	65
2450	43.71	65
2460	43.71	65
2470	43.73	65
2480	43.73	65
2490	43.99	65
2500	44.27	65
2510	44.27	65
2520	44.27	65
2530	44.27	65
2540	44.27	65
2550	44.27	65
2560	44.41	65
2570	44.41	65
2580	44.41	65
2590	44.53	65
2600	44.58	65
2610	44.58	65
2620	44.58	65
